sku_name,cloud,tier,product_type,sku_region,region,usage_unit,price_per_dbu,currency_code,pricing_type,fetched_at
ALL_PURPOSE_COMPUTE_(DLT),AWS,ENTERPRISE,,,eu-west-2,DBU,0.65,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.5,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,1.0,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.74,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.95,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.081,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,ENTERPRISE,,,eu-west-2,DBU,0.78,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.61,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,ENTERPRISE,,,eu-west-2,DBU,0.024,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-2,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.1,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-2,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,PREMIUM,,,eu-west-2,DBU,0.55,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.39,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.79,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.74,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.95,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,PREMIUM,,,eu-west-2,DBU,0.081,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,PREMIUM,,,eu-west-2,DBU,0.78,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,PREMIUM,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,PREMIUM,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,PREMIUM,,,eu-west-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-2,DBU,0.47,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,PREMIUM,,,eu-west-2,DBU,0.024,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.13,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-3,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,ENTERPRISE,,,eu-west-3,DBU,0.65,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-3,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,eu-west-3,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.5,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,1.0,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.72,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.91,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.082,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,ENTERPRISE,,,eu-west-3,DBU,0.78,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,ENTERPRISE,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.6,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,ENTERPRISE,,,eu-west-3,DBU,0.024,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-3,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.1,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-3,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,PREMIUM,,,eu-west-3,DBU,0.55,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-3,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-3,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,PREMIUM,,,eu-west-3,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.39,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.79,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.72,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.91,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,PREMIUM,,,eu-west-3,DBU,0.082,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,PREMIUM,,,eu-west-3,DBU,0.78,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,PREMIUM,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,PREMIUM,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,PREMIUM,,,eu-west-3,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,eu-west-3,DBU,0.46,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,PREMIUM,,,eu-west-3,DBU,0.024,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.13,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,sa-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,ENTERPRISE,,,sa-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,sa-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,sa-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.59,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,1.14,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.85,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,1.09,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.112,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,ENTERPRISE,,,sa-east-1,DBU,1.11,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,ENTERPRISE,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,ENTERPRISE,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,ENTERPRISE,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,sa-east-1,DBU,1.07,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,ENTERPRISE,,,sa-east-1,DBU,0.041,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,PREMIUM,,,sa-east-1,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.1,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,PREMIUM,,,sa-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,PREMIUM,,,sa-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,PREMIUM,,,sa-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,PREMIUM,,,sa-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,PREMIUM,,,sa-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.46,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.9,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.85,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,1.09,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,PREMIUM,,,sa-east-1,DBU,0.112,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,PREMIUM,,,sa-east-1,DBU,1.11,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,PREMIUM,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,PREMIUM,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,PREMIUM,,,sa-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,sa-east-1,DBU,0.83,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,PREMIUM,,,sa-east-1,DBU,0.041,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.13,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,ENTERPRISE,,,us-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.45,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.95,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.7,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,ENTERPRISE,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE_LAUNCH,AWS,ENTERPRISE,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,ENTERPRISE,,,us-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,ENTERPRISE,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,ENTERPRISE,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,ENTERPRISE,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,us-east-1,DBU,0.52,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,ENTERPRISE,,,us-east-1,DBU,0.023,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,PREMIUM,,,us-east-1,DBU,0.15,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.1,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,PREMIUM,,,us-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,PREMIUM,,,us-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,PREMIUM,,,us-east-1,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,PREMIUM,,,us-east-1,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,PREMIUM,,,us-east-1,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.35,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.75,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.55,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.7,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,PREMIUM,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE_LAUNCH,AWS,PREMIUM,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
MODEL_TRAINING,AWS,PREMIUM,,,us-east-1,DBU,0.65,USD,,2026-04-10T09:19:36.089946
OPENAI_MODEL_SERVING,AWS,PREMIUM,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
ANTHROPIC_MODEL_SERVING,AWS,PREMIUM,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
GEMINI_MODEL_SERVING,AWS,PREMIUM,,,us-east-1,DBU,0.07,USD,,2026-04-10T09:19:36.089946
DATABASE_SERVERLESS_COMPUTE,AWS,PREMIUM,,,us-east-1,DBU,0.4,USD,,2026-04-10T09:19:36.089946
DATABRICKS_STORAGE,AWS,PREMIUM,,,us-east-1,DBU,0.023,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
JOBS_LIGHT_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.13,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-2,DBU,0.65,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_COMPUTE_(DLT),AWS,ENTERPRISE,,,us-east-2,DBU,0.65,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_CORE_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-2,DBU,0.2,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_PRO_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-2,DBU,0.25,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
DLT_ADVANCED_COMPUTE_(PHOTON),AWS,ENTERPRISE,,,us-east-2,DBU,0.36,USD,,2026-04-10T09:19:36.089946
JOBS_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.45,USD,,2026-04-10T09:19:36.089946
ALL_PURPOSE_SERVERLESS_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.95,USD,,2026-04-10T09:19:36.089946
SQL_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.22,USD,,2026-04-10T09:19:36.089946
SQL_PRO_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.55,USD,,2026-04-10T09:19:36.089946
SERVERLESS_SQL_COMPUTE,AWS,ENTERPRISE,,,us-east-2,DBU,0.7,USD,,2026-04-10T09:19:36.089946
SERVERLESS_REAL_TIME_INFERENCE,AWS,ENTERPRISE,,,us-east-2,DBU,0.07,USD,,2026-04-10T09:19:36.089946
